,gender,income,total_completed,total_viewed,total_received,total_spent,avg_spent,completed_bogo,completed_discount,age_range,num_transactions_range,bogos_received_range,discounts_received_range,percent_viewed_range,percent_completed_range,discount_percent_completed_range,bogo_percent_completed_range
11070,M,51000,1,2,2,96,13,0,1,60-69,5-9,0-4,0-4,90-100,50-59,30-39,30-39
11071,M,77000,3,6,6,74,18,3,1,40-49,0-4,5-9,0-4,90-100,50-59,30-39,30-39
11072,F,65000,3,6,6,93,18,2,1,50-59,5-9,5-9,0-4,90-100,50-59,30-39,20-29
11073,M,76000,1,4,4,50,25,0,3,50-59,0-4,0-4,5-9,90-100,20-29,40-49,20-29
11074,M,54000,4,5,5,92,3,1,2,11-19,25-29,0-4,10-14,90-100,80-89,10-19,50-59
11075,F,60000,1,3,4,228,16,0,2,30-39,10-14,0-4,0-4,70-79,20-29,50-59,50-59
11076,F,37000,0,3,4,12,2,2,2,40-49,5-9,0-4,0-4,70-79,0-9,60-69,50-59
11077,M,94000,1,3,3,52,17,2,0,50-59,0-4,5-9,0-4,90-100,30-39,0-9,20-29
11078,M,55000,6,6,6,159,13,1,3,50-59,10-14,0-4,15+,90-100,90-100,20-29,30-39
11079,M,67000,2,4,6,47,2,2,0,20-29,15-19,10-14,0-4,60-69,30-39,0-9,10-19
11080,F,66000,0,4,4,23,23,2,1,70-79,0-4,0-4,0-4,90-100,0-9,20-29,50-59
11081,F,48000,0,3,5,21,2,1,1,30-39,5-9,0-4,0-4,60-69,0-9,90-100,30-39
11082,M,38000,0,3,3,37,2,2,1,20-29,15-19,0-4,0-4,90-100,0-9,50-59,50-59
11083,M,59000,1,5,6,71,2,1,1,40-49,25-29,5-9,0-4,80-89,10-19,30-39,10-19
11084,M,93000,1,2,4,118,23,0,2,40-49,5-9,0-4,0-4,50-59,20-29,50-59,10-19
11085,O,70000,6,6,6,248,19,2,2,60-69,10-14,5-9,10-14,90-100,90-100,10-19,30-39
11086,M,40000,0,3,6,10,2,1,2,50-59,0-4,0-4,0-4,50-59,0-9,50-59,50-59
11087,F,84000,3,4,4,148,18,2,1,50-59,5-9,5-9,0-4,90-100,70-79,30-39,30-39
11088,M,76000,2,3,3,72,24,1,1,50-59,0-4,0-4,0-4,90-100,60-69,30-39,30-39
11089,M,37000,2,4,5,35,4,3,2,20-29,5-9,5-9,0-4,80-89,40-49,50-59,40-49
11090,M,56000,3,4,4,45,15,2,1,40-49,0-4,5-9,0-4,90-100,70-79,30-39,30-39
11091,F,84000,4,3,4,141,28,2,1,60-69,5-9,5-9,5-9,70-79,90-100,20-29,30-39
11092,O,70000,1,2,2,33,4,1,0,50-59,5-9,0-4,0-4,90-100,50-59,0-9,30-39
11093,F,61000,3,2,4,203,13,2,1,80+,15-19,5-9,0-4,50-59,70-79,50-59,30-39
11094,M,75000,0,2,4,35,2,2,1,40-49,10-14,0-4,0-4,50-59,0-9,90-100,50-59
11095,F,73000,4,5,6,296,18,2,1,60-69,15-19,5-9,5-9,80-89,60-69,10-19,40-49
11096,M,56000,2,1,3,96,16,1,2,50-59,5-9,0-4,0-4,30-39,60-69,50-59,50-59
11097,F,115000,1,2,3,110,27,0,1,50-59,0-4,0-4,0-4,60-69,30-39,50-59,50-59
11098,F,38000,2,3,3,89,8,1,1,80+,10-14,0-4,0-4,90-100,60-69,30-39,30-39
11099,M,92000,3,6,6,163,23,2,1,70-79,5-9,5-9,0-4,90-100,50-59,30-39,30-39
11100,F,69000,1,4,4,20,3,1,2,80+,5-9,0-4,5-9,90-100,20-29,20-29,50-59
11101,M,117000,3,2,4,111,27,2,1,60-69,0-4,5-9,0-4,50-59,70-79,50-59,40-49
11102,M,31000,5,5,5,172,7,2,1,30-39,20-24,5-9,5-9,90-100,90-100,10-19,20-29
11103,F,88000,4,5,5,324,23,1,2,60-69,10-14,0-4,5-9,90-100,80-89,20-29,30-39
11104,M,31000,0,2,3,15,3,2,0,20-29,0-4,5-9,0-4,60-69,0-9,0-9,40-49
11105,F,53000,4,0,5,150,15,1,1,20-29,10-14,0-4,5-9,0-9,80-89,10-19,50-59
11106,M,50000,1,1,5,26,3,2,1,50-59,5-9,0-4,0-4,20-29,20-29,90-100,50-59
11107,F,48000,0,2,4,15,3,0,2,40-49,5-9,0-4,5-9,50-59,0-9,40-49,50-59
11108,M,45000,3,3,4,254,11,2,1,30-39,20-24,5-9,0-4,70-79,70-79,50-59,30-39
11109,M,56000,0,2,5,6,1,1,2,20-29,5-9,0-4,0-4,40-49,0-9,90-100,50-59
11110,M,60000,5,5,6,134,16,2,2,50-59,5-9,5-9,5-9,80-89,80-89,30-39,20-29
11111,M,50000,0,5,5,24,12,1,2,40-49,0-4,0-4,0-4,90-100,0-9,50-59,50-59
11112,M,40000,1,4,5,28,2,1,3,50-59,10-14,0-4,5-9,80-89,20-29,50-59,50-59
11113,M,45000,2,3,5,47,2,1,2,20-29,15-19,0-4,5-9,60-69,40-49,30-39,50-59
11114,M,54000,0,3,3,20,2,2,0,40-49,5-9,0-4,0-4,90-100,0-9,0-9,50-59
11115,F,55000,0,2,2,31,7,1,0,50-59,0-4,0-4,0-4,90-100,0-9,0-9,50-59
11116,M,110000,2,3,4,145,24,0,2,70-79,5-9,0-4,5-9,70-79,50-59,30-39,50-59
11117,M,47000,0,2,5,8,2,3,2,40-49,0-4,5-9,0-4,40-49,0-9,90-100,60-69
11118,M,50000,0,2,4,14,3,0,2,30-39,0-4,0-4,0-4,50-59,0-9,50-59,60-69
11119,M,83000,1,4,5,90,18,2,1,60-69,5-9,5-9,0-4,80-89,20-29,90-100,40-49
11120,M,54000,0,3,4,2,1,1,0,60-69,0-4,0-4,0-4,70-79,0-9,0-9,30-39
11121,M,55000,0,4,5,9,2,2,2,50-59,0-4,5-9,0-4,80-89,0-9,50-59,40-49
11122,F,86000,1,3,4,81,20,2,0,60-69,0-4,5-9,0-4,70-79,20-29,0-9,40-49
11123,M,74000,2,2,4,190,11,2,2,30-39,15-19,0-4,0-4,50-59,50-59,50-59,50-59
11124,F,58000,1,4,5,42,14,2,2,50-59,0-4,5-9,0-4,80-89,20-29,50-59,30-39
11125,M,62000,3,3,3,125,20,1,2,50-59,5-9,0-4,5-9,90-100,90-100,30-39,30-39
11126,M,32000,0,4,5,28,2,2,1,50-59,10-14,5-9,0-4,80-89,0-9,90-100,20-29
11127,M,76000,5,3,6,157,19,2,2,50-59,5-9,5-9,5-9,50-59,80-89,30-39,30-39
11128,F,46000,1,4,4,21,3,0,2,60-69,5-9,0-4,5-9,90-100,20-29,20-29,30-39
11129,M,38000,0,1,2,6,1,0,2,20-29,0-4,0-4,0-4,50-59,0-9,60-69,30-39
11130,M,53000,3,3,3,101,14,1,2,40-49,5-9,0-4,5-9,90-100,90-100,30-39,30-39
11131,M,51000,3,4,4,33,11,0,3,40-49,0-4,0-4,5-9,90-100,70-79,30-39,30-39
11132,M,110000,4,3,4,169,24,2,2,50-59,5-9,5-9,5-9,70-79,90-100,30-39,40-49
11133,F,47000,0,3,6,15,3,1,2,40-49,5-9,0-4,0-4,50-59,0-9,50-59,90-100
11134,F,95000,3,2,4,132,18,1,2,60-69,5-9,0-4,5-9,50-59,70-79,40-49,30-39
11135,M,89000,3,4,5,127,25,2,1,50-59,5-9,5-9,0-4,80-89,60-69,30-39,20-29
11136,F,60000,0,3,4,12,1,2,1,70-79,5-9,5-9,0-4,70-79,0-9,90-100,30-39
11137,M,54000,0,3,6,11,2,1,1,50-59,5-9,0-4,5-9,50-59,0-9,10-19,90-100
11138,F,95000,5,5,5,109,27,2,2,60-69,0-4,5-9,5-9,90-100,90-100,30-39,20-29
11139,F,31000,0,3,6,5,1,1,2,70-79,0-4,0-4,0-4,50-59,0-9,60-69,50-59
11140,M,37000,0,3,4,7,1,1,1,40-49,0-4,0-4,0-4,70-79,0-9,90-100,20-29
11141,M,39000,2,3,4,150,10,1,1,50-59,15-19,0-4,0-4,70-79,50-59,30-39,50-59
11142,F,65000,1,3,3,15,15,1,0,70-79,0-4,0-4,0-4,90-100,30-39,0-9,30-39
11143,M,66000,5,4,5,212,19,3,2,20-29,10-14,5-9,5-9,80-89,90-100,40-49,30-39
11144,M,53000,0,1,4,8,4,1,2,50-59,0-4,0-4,0-4,20-29,0-9,60-69,50-59
11145,F,64000,4,4,5,114,14,2,2,60-69,5-9,5-9,5-9,80-89,80-89,20-29,40-49
11146,F,66000,0,2,4,11,2,1,2,20-29,5-9,0-4,0-4,50-59,0-9,60-69,50-59
11147,F,115000,1,1,3,111,27,0,1,70-79,0-4,0-4,0-4,30-39,30-39,50-59,50-59
11148,M,67000,1,3,4,46,5,1,1,50-59,5-9,5-9,0-4,70-79,20-29,90-100,20-29
11149,F,96000,4,2,6,133,26,1,4,70-79,5-9,0-4,5-9,30-39,60-69,40-49,50-59
11150,M,71000,2,4,4,102,17,1,0,60-69,5-9,5-9,0-4,90-100,50-59,0-9,10-19
11151,M,60000,0,3,3,26,3,1,1,50-59,5-9,0-4,0-4,90-100,0-9,50-59,50-59
11152,F,66000,3,3,4,68,11,0,1,60-69,5-9,0-4,5-9,70-79,70-79,10-19,50-59
11153,F,84000,2,1,2,139,17,0,2,80+,5-9,0-4,5-9,50-59,90-100,40-49,50-59
11154,F,52000,4,3,4,157,15,1,3,50-59,10-14,0-4,5-9,70-79,90-100,30-39,30-39
11155,F,99000,2,5,5,94,23,2,1,80+,0-4,0-4,5-9,90-100,40-49,10-19,50-59
11156,F,52000,3,6,6,116,14,1,2,50-59,5-9,0-4,5-9,90-100,50-59,30-39,30-39
11157,F,55000,2,4,4,22,7,3,0,70-79,0-4,5-9,0-4,90-100,50-59,0-9,30-39
11158,F,60000,2,2,2,77,12,1,1,60-69,5-9,0-4,0-4,90-100,90-100,30-39,30-39
11159,F,50000,5,5,5,122,9,2,1,50-59,10-14,5-9,5-9,90-100,90-100,10-19,20-29
11160,M,32000,3,3,3,47,2,0,2,40-49,15-19,0-4,5-9,90-100,90-100,20-29,20-29
11161,O,40000,3,2,5,91,10,0,2,50-59,5-9,0-4,5-9,40-49,60-69,30-39,20-29
11162,M,36000,2,4,4,62,7,1,1,40-49,5-9,0-4,0-4,90-100,50-59,30-39,30-39
11163,M,67000,1,3,6,8,4,1,2,30-39,0-4,0-4,0-4,50-59,10-19,50-59,30-39
11164,M,50000,2,0,5,70,11,2,1,60-69,5-9,0-4,0-4,0-9,40-49,20-29,60-69
11165,M,47000,1,3,5,20,5,2,1,50-59,0-4,5-9,0-4,60-69,20-29,90-100,20-29
11166,M,70000,5,5,5,184,16,1,3,50-59,10-14,0-4,10-14,90-100,90-100,20-29,30-39
11167,M,32000,2,5,6,65,6,4,0,30-39,10-14,10-14,0-4,80-89,30-39,0-9,30-39
11168,M,55000,3,5,5,58,11,2,1,30-39,5-9,5-9,0-4,90-100,60-69,30-39,30-39
11169,M,55000,3,5,5,89,14,0,2,50-59,5-9,0-4,5-9,90-100,60-69,20-29,30-39
11170,F,57000,2,4,5,47,15,2,2,50-59,0-4,5-9,0-4,80-89,40-49,60-69,30-39
11171,F,95000,5,3,5,251,25,2,1,60-69,10-14,5-9,5-9,60-69,90-100,10-19,20-29
11172,F,91000,2,4,6,276,25,1,1,60-69,10-14,0-4,0-4,60-69,30-39,30-39,30-39
11173,F,53000,5,5,5,184,14,2,2,40-49,10-14,5-9,5-9,90-100,90-100,20-29,30-39
11174,F,70000,2,4,4,204,17,1,1,60-69,10-14,0-4,0-4,90-100,50-59,30-39,30-39
11175,M,50000,3,3,4,25,5,2,1,70-79,5-9,5-9,0-4,70-79,70-79,50-59,30-39
11176,M,71000,3,3,5,73,3,2,1,70-79,20-24,5-9,0-4,60-69,60-69,50-59,20-29
11177,F,111000,3,3,5,204,25,1,2,50-59,5-9,0-4,5-9,60-69,60-69,40-49,30-39
11178,F,63000,3,3,5,197,15,2,1,60-69,10-14,5-9,0-4,60-69,60-69,30-39,40-49
11179,M,48000,3,5,5,100,14,1,2,40-49,5-9,5-9,5-9,90-100,60-69,20-29,20-29
11180,F,36000,3,2,3,128,9,1,2,30-39,10-14,0-4,5-9,60-69,90-100,40-49,30-39
11181,M,85000,2,3,4,62,20,1,1,40-49,0-4,0-4,0-4,70-79,50-59,30-39,50-59
11182,M,48000,2,3,5,190,11,2,1,50-59,15-19,5-9,0-4,60-69,40-49,90-100,20-29
11183,M,37000,2,4,6,38,2,2,1,30-39,15-19,5-9,0-4,60-69,30-39,30-39,20-29
11184,M,64000,2,5,5,50,3,1,1,70-79,10-14,5-9,0-4,90-100,40-49,50-59,10-19
11185,M,80000,4,4,4,158,22,2,1,50-59,5-9,5-9,5-9,90-100,90-100,10-19,30-39
11186,F,43000,3,3,5,405,28,1,2,20-29,10-14,0-4,5-9,60-69,60-69,40-49,30-39
11187,M,98000,2,6,6,260,23,1,1,60-69,10-14,0-4,0-4,90-100,30-39,30-39,30-39
11188,F,103000,5,4,6,283,25,1,2,70-79,10-14,0-4,10-14,60-69,80-89,10-19,30-39
11189,M,31000,2,5,5,42,2,3,1,30-39,15-19,5-9,0-4,90-100,40-49,30-39,30-39
11190,F,55000,4,6,6,160,13,0,3,70-79,10-14,0-4,10-14,90-100,60-69,20-29,30-39
11191,M,53000,0,1,4,8,1,1,2,70-79,5-9,0-4,0-4,20-29,0-9,60-69,50-59
11192,M,58000,4,5,6,80,13,2,1,80+,5-9,10-14,0-4,80-89,60-69,30-39,20-29
11193,F,53000,3,5,5,164,13,1,2,30-39,10-14,0-4,5-9,90-100,60-69,30-39,30-39
11194,M,81000,4,2,6,53,26,2,3,50-59,0-4,0-4,5-9,30-39,60-69,30-39,60-69
11195,M,52000,3,5,5,78,3,2,2,20-29,20-24,5-9,5-9,90-100,60-69,30-39,40-49
11196,F,58000,4,5,6,172,14,2,1,60-69,10-14,10-14,0-4,80-89,60-69,30-39,20-29
11197,F,119000,3,4,5,160,32,2,2,60-69,5-9,5-9,5-9,80-89,60-69,40-49,40-49
11198,F,79000,4,5,5,187,20,2,1,30-39,5-9,5-9,0-4,90-100,80-89,30-39,20-29
11199,M,32000,0,4,5,15,2,2,1,50-59,5-9,5-9,0-4,80-89,0-9,90-100,30-39
11200,M,73000,1,2,3,239,19,1,0,50-59,10-14,0-4,0-4,60-69,30-39,0-9,50-59
11201,O,72000,4,5,5,76,19,1,2,60-69,0-4,5-9,5-9,90-100,80-89,30-39,10-19
11202,F,64000,6,6,6,263,16,2,1,70-79,15-19,10-14,5-9,90-100,90-100,10-19,10-19
11203,F,71000,4,4,4,210,19,1,1,80+,10-14,5-9,0-4,90-100,90-100,30-39,10-19
11204,M,72000,4,5,6,83,3,1,3,40-49,20-24,0-4,10-14,80-89,60-69,20-29,50-59
11205,F,89000,5,4,6,262,26,3,1,80+,10-14,10-14,0-4,60-69,80-89,30-39,20-29
11206,F,49000,3,5,5,167,12,0,3,50-59,10-14,0-4,5-9,90-100,60-69,30-39,20-29
11207,M,64000,6,4,6,199,16,2,2,20-29,10-14,5-9,10-14,60-69,90-100,20-29,30-39
11208,F,84000,4,4,5,75,18,1,3,60-69,0-4,0-4,10-14,80-89,80-89,30-39,30-39
11209,M,31000,0,3,4,5,1,2,0,60-69,0-4,0-4,0-4,70-79,0-9,0-9,60-69
11210,M,74000,0,2,3,8,2,2,1,30-39,0-4,0-4,0-4,60-69,0-9,50-59,60-69
11211,F,103000,2,3,4,136,22,1,2,60-69,5-9,0-4,5-9,70-79,50-59,30-39,50-59
11212,M,52000,0,2,3,18,3,1,1,50-59,5-9,0-4,0-4,60-69,0-9,90-100,50-59
11213,M,97000,3,5,5,257,25,3,0,80+,10-14,10-14,0-4,90-100,60-69,0-9,20-29
11214,M,74000,4,3,6,323,20,1,2,30-39,15-19,0-4,5-9,50-59,60-69,20-29,30-39
11215,M,56000,1,3,4,91,13,0,2,30-39,5-9,0-4,0-4,70-79,20-29,50-59,30-39
11216,M,43000,1,2,6,26,2,2,3,40-49,10-14,0-4,5-9,30-39,10-19,60-69,50-59
11217,F,38000,0,3,4,13,3,1,2,30-39,0-4,0-4,0-4,70-79,0-9,60-69,20-29
11218,M,53000,1,2,4,46,3,1,2,20-29,10-14,0-4,0-4,50-59,20-29,50-59,30-39
11219,M,37000,1,2,3,29,2,1,1,60-69,10-14,0-4,0-4,60-69,30-39,90-100,30-39
11220,M,50000,3,5,5,150,10,2,1,60-69,10-14,5-9,0-4,90-100,60-69,30-39,30-39
11221,M,34000,0,5,6,16,3,2,2,50-59,5-9,5-9,5-9,80-89,0-9,40-49,30-39
11222,M,56000,1,4,4,62,12,2,1,60-69,5-9,5-9,0-4,90-100,20-29,50-59,20-29
11223,M,32000,2,2,3,88,8,2,0,30-39,10-14,5-9,0-4,60-69,60-69,0-9,20-29
11224,F,32000,1,3,4,23,1,2,1,40-49,10-14,0-4,0-4,70-79,20-29,30-39,50-59
11225,M,93000,1,3,3,229,28,1,1,40-49,5-9,0-4,0-4,90-100,30-39,50-59,30-39
11226,M,57000,2,4,5,145,13,2,2,80+,10-14,5-9,0-4,80-89,40-49,50-59,40-49
11227,M,30000,4,4,5,107,6,2,1,30-39,15-19,5-9,5-9,80-89,80-89,10-19,20-29
11228,F,71000,2,4,6,966,56,1,1,60-69,15-19,0-4,0-4,60-69,30-39,30-39,30-39
11229,M,70000,0,5,6,37,2,4,0,30-39,10-14,5-9,0-4,80-89,0-9,0-9,40-49
11230,F,82000,4,5,5,370,23,3,0,40-49,15-19,10-14,0-4,90-100,80-89,0-9,20-29
11231,M,32000,1,3,6,23,2,2,4,70-79,5-9,0-4,5-9,50-59,10-19,50-59,60-69
11232,F,82000,4,4,5,170,21,2,2,40-49,5-9,5-9,5-9,80-89,80-89,30-39,40-49
11233,M,79000,4,4,5,136,22,3,1,40-49,5-9,5-9,0-4,80-89,80-89,30-39,30-39
11234,M,31000,4,5,5,117,10,3,0,40-49,10-14,10-14,0-4,90-100,80-89,0-9,20-29
11235,M,53000,1,4,6,16,8,2,1,50-59,0-4,5-9,0-4,60-69,10-19,50-59,20-29
11236,M,59000,4,5,5,147,16,3,1,40-49,5-9,5-9,0-4,90-100,80-89,30-39,30-39
11237,M,52000,0,4,5,16,8,1,2,40-49,0-4,0-4,0-4,80-89,0-9,60-69,50-59
11238,M,79000,4,4,4,72,24,2,2,60-69,0-4,5-9,5-9,90-100,90-100,30-39,30-39
11239,M,86000,3,6,6,54,27,3,2,80+,0-4,5-9,5-9,90-100,50-59,30-39,40-49
11240,F,50000,0,3,4,8,1,1,2,30-39,5-9,0-4,0-4,70-79,0-9,60-69,50-59
11241,M,50000,3,5,5,198,12,1,2,40-49,15-19,0-4,5-9,90-100,60-69,30-39,30-39
11242,M,52000,1,3,3,69,17,2,0,30-39,0-4,5-9,0-4,90-100,30-39,0-9,40-49
11243,M,75000,3,5,5,169,16,2,2,20-29,10-14,5-9,5-9,90-100,60-69,30-39,40-49
11244,M,56000,1,3,3,433,61,1,0,30-39,5-9,0-4,0-4,90-100,30-39,0-9,30-39
11245,F,61000,4,4,5,232,16,2,2,40-49,10-14,5-9,5-9,80-89,80-89,40-49,30-39
11246,F,99000,3,5,5,64,21,3,1,50-59,0-4,5-9,0-4,90-100,60-69,50-59,30-39
11247,M,52000,1,4,6,21,3,1,3,60-69,5-9,0-4,5-9,60-69,10-19,40-49,50-59
11248,M,31000,5,6,6,66,6,1,2,30-39,10-14,0-4,10-14,90-100,80-89,10-19,30-39
11249,M,65000,0,4,4,11,3,1,2,30-39,0-4,0-4,0-4,90-100,0-9,50-59,50-59
11250,M,40000,1,3,5,43,2,3,0,20-29,20-24,5-9,0-4,60-69,20-29,0-9,50-59
11251,F,55000,3,3,4,46,15,2,1,40-49,0-4,5-9,0-4,70-79,70-79,50-59,30-39
11252,M,62000,1,2,3,71,17,1,1,60-69,0-4,0-4,0-4,60-69,30-39,50-59,30-39
11253,F,77000,1,2,3,139,23,2,0,70-79,5-9,0-4,0-4,60-69,30-39,0-9,50-59
11254,M,50000,3,6,6,87,12,0,3,80+,5-9,0-4,5-9,90-100,50-59,30-39,50-59
11255,M,59000,0,3,5,0,0,2,2,70-79,0-4,0-4,5-9,60-69,0-9,40-49,60-69
11256,F,55000,0,3,4,8,2,0,3,30-39,0-4,0-4,5-9,70-79,0-9,60-69,60-69
11257,F,63000,3,3,3,192,19,1,2,40-49,10-14,0-4,5-9,90-100,90-100,30-39,30-39
11258,M,82000,4,5,5,71,23,0,3,40-49,0-4,0-4,10-14,90-100,80-89,20-29,30-39
11259,M,96000,6,6,6,229,22,2,3,50-59,10-14,5-9,5-9,90-100,90-100,30-39,20-29
11260,F,30000,1,4,5,21,3,1,1,20-29,5-9,5-9,0-4,80-89,20-29,30-39,10-19
11261,M,56000,3,3,6,167,16,2,0,30-39,10-14,5-9,0-4,50-59,50-59,0-9,20-29
11262,M,66000,1,3,5,15,3,2,2,20-29,5-9,0-4,5-9,60-69,20-29,40-49,90-100
11263,M,73000,0,3,4,21,3,2,0,50-59,5-9,0-4,0-4,70-79,0-9,0-9,60-69
11264,M,63000,2,2,3,218,16,1,0,20-29,10-14,5-9,0-4,60-69,60-69,0-9,10-19
11265,F,79000,2,3,5,148,18,3,0,60-69,5-9,5-9,0-4,60-69,40-49,0-9,40-49
11266,M,56000,3,4,4,514,57,2,2,30-39,5-9,5-9,5-9,90-100,70-79,40-49,30-39
11267,F,64000,3,5,5,43,21,1,2,70-79,0-4,5-9,5-9,90-100,60-69,20-29,20-29
11268,M,56000,5,4,5,349,14,1,3,30-39,20-24,0-4,10-14,80-89,90-100,20-29,30-39
11269,M,35000,1,4,5,32,1,2,1,20-29,15-19,5-9,0-4,80-89,20-29,50-59,40-49
11270,M,68000,0,4,6,19,3,2,2,20-29,5-9,0-4,0-4,60-69,0-9,50-59,50-59
11271,M,39000,3,2,3,148,10,0,3,20-29,10-14,0-4,5-9,60-69,90-100,30-39,50-59
11272,F,69000,2,5,5,49,16,2,2,50-59,0-4,5-9,5-9,90-100,40-49,40-49,20-29
11273,M,41000,0,3,3,11,1,0,1,50-59,5-9,0-4,0-4,90-100,0-9,50-59,20-29
11274,F,60000,2,3,3,193,14,0,2,40-49,10-14,0-4,5-9,90-100,60-69,30-39,20-29
11275,M,51000,1,4,5,28,4,0,3,40-49,5-9,0-4,5-9,80-89,20-29,40-49,20-29
11276,M,37000,1,1,5,11,2,2,1,50-59,0-4,0-4,0-4,20-29,20-29,90-100,50-59
11277,F,74000,2,3,6,35,4,1,3,30-39,5-9,0-4,5-9,50-59,30-39,30-39,50-59
11278,M,111000,5,4,6,1292,107,3,1,50-59,10-14,10-14,0-4,60-69,80-89,30-39,20-29
11279,M,47000,1,4,5,14,2,2,1,30-39,5-9,0-4,5-9,80-89,20-29,20-29,60-69
11280,F,65000,0,1,4,21,5,0,1,80+,0-4,0-4,0-4,20-29,0-9,90-100,60-69
11281,M,88000,0,4,4,53,26,1,2,50-59,0-4,0-4,0-4,90-100,0-9,50-59,50-59
11282,M,34000,1,3,3,99,19,1,2,11-19,5-9,0-4,5-9,90-100,30-39,40-49,50-59
11283,M,32000,0,2,3,21,2,1,1,60-69,10-14,0-4,0-4,60-69,0-9,90-100,50-59
11284,M,44000,3,5,6,50,2,3,2,60-69,15-19,5-9,5-9,80-89,50-59,20-29,60-69
11285,M,69000,1,2,3,33,2,2,1,50-59,10-14,0-4,0-4,60-69,30-39,30-39,60-69
11286,M,71000,2,4,4,87,21,2,1,70-79,0-4,5-9,0-4,90-100,50-59,30-39,40-49
11287,M,63000,4,3,4,140,17,3,1,50-59,5-9,5-9,0-4,70-79,90-100,30-39,30-39
11288,F,112000,2,3,3,41,20,1,1,40-49,0-4,0-4,5-9,90-100,60-69,20-29,30-39
11289,F,65000,0,5,5,36,18,1,3,80+,0-4,0-4,5-9,90-100,0-9,50-59,50-59
11290,M,78000,4,4,6,203,22,3,0,50-59,5-9,10-14,0-4,60-69,60-69,0-9,20-29
11291,F,90000,3,3,3,329,25,2,1,50-59,10-14,5-9,0-4,90-100,90-100,30-39,30-39
11292,M,44000,0,2,4,29,2,2,1,70-79,10-14,0-4,0-4,50-59,0-9,90-100,60-69
11293,M,51000,4,4,4,136,13,0,3,30-39,10-14,0-4,10-14,90-100,90-100,20-29,60-69
11294,M,112000,2,2,4,85,28,2,1,70-79,0-4,5-9,0-4,50-59,50-59,90-100,20-29
11295,O,53000,2,3,4,50,12,3,1,50-59,0-4,5-9,0-4,70-79,50-59,30-39,50-59
11296,M,73000,3,3,3,209,20,2,1,50-59,10-14,5-9,0-4,90-100,90-100,30-39,30-39
11297,M,46000,2,3,5,43,2,1,2,30-39,15-19,0-4,0-4,60-69,40-49,50-59,30-39
11298,M,71000,2,2,2,241,17,1,1,50-59,10-14,0-4,0-4,90-100,90-100,30-39,30-39
11299,F,116000,3,3,4,196,24,1,1,80+,5-9,0-4,5-9,70-79,70-79,10-19,30-39
11300,F,72000,1,0,4,67,16,1,0,30-39,0-4,0-4,0-4,0-9,20-29,0-9,20-29
11301,M,41000,1,3,6,13,2,0,2,30-39,5-9,0-4,5-9,50-59,10-19,20-29,20-29
11302,F,72000,3,3,3,213,19,2,1,60-69,10-14,5-9,0-4,90-100,90-100,30-39,30-39
11303,F,55000,4,5,5,48,12,2,2,40-49,0-4,5-9,5-9,90-100,80-89,20-29,40-49
11304,M,99000,2,2,3,140,28,1,1,60-69,5-9,0-4,0-4,60-69,60-69,20-29,30-39
11305,M,63000,2,3,5,36,3,2,2,50-59,10-14,5-9,0-4,60-69,40-49,50-59,30-39
11306,F,54000,1,5,5,166,15,2,0,80+,10-14,5-9,0-4,90-100,20-29,0-9,40-49
11307,M,68000,1,5,6,22,3,2,2,30-39,5-9,5-9,0-4,80-89,10-19,60-69,20-29
11308,F,55000,6,5,6,113,12,3,1,60-69,5-9,10-14,5-9,80-89,90-100,20-29,20-29
11309,F,70000,1,3,5,37,18,1,1,40-49,0-4,5-9,0-4,60-69,20-29,50-59,20-29
11310,M,40000,3,4,5,105,8,2,1,30-39,10-14,5-9,0-4,80-89,60-69,50-59,20-29
11311,F,58000,0,3,6,10,3,1,3,80+,0-4,0-4,5-9,50-59,0-9,60-69,50-59
11312,F,34000,3,4,5,97,8,1,3,40-49,10-14,0-4,5-9,80-89,60-69,40-49,30-39
11313,F,98000,1,5,5,58,29,2,1,70-79,0-4,5-9,0-4,90-100,20-29,50-59,20-29
11314,M,75000,2,3,4,39,6,0,3,80+,5-9,0-4,5-9,70-79,50-59,30-39,20-29
11315,M,36000,0,5,6,14,3,1,3,30-39,0-4,0-4,5-9,80-89,0-9,40-49,50-59
11316,M,40000,0,2,2,20,2,1,0,40-49,5-9,0-4,0-4,90-100,0-9,0-9,50-59
11317,M,30000,0,4,6,54,2,2,2,30-39,20-24,0-4,0-4,60-69,0-9,60-69,50-59
11318,M,75000,2,3,3,90,18,0,2,50-59,5-9,0-4,5-9,90-100,60-69,30-39,50-59
11319,F,60000,0,4,5,38,12,2,1,70-79,0-4,0-4,0-4,80-89,0-9,50-59,60-69
11320,M,66000,0,3,3,28,14,1,2,50-59,0-4,0-4,0-4,90-100,0-9,50-59,50-59
11321,F,51000,5,4,5,280,12,2,2,50-59,20-24,5-9,5-9,80-89,90-100,20-29,40-49
11322,M,44000,0,1,6,6,2,1,2,60-69,0-4,0-4,0-4,10-19,0-9,60-69,50-59
11323,F,81000,4,4,5,102,20,1,2,60-69,5-9,0-4,5-9,80-89,80-89,20-29,30-39
11324,M,58000,1,3,5,51,2,2,2,20-29,15-19,0-4,5-9,60-69,20-29,40-49,50-59
11325,M,95000,4,5,5,89,22,3,0,50-59,0-4,10-14,0-4,90-100,80-89,0-9,20-29
11326,M,77000,4,5,6,104,20,2,2,50-59,5-9,5-9,5-9,80-89,60-69,30-39,20-29
